text,label
Class notice posted at https://company.com,0
You won a reward from ICICI! Claim: https://account-check.net/rgqefs23,1
Meeting link shared on portal. See https://google.com,0
Meeting link shared on portal. See https://amazon.in,0
You won a reward from HDFC! Claim: https://verify-login.net/4zyd9oku,1
Visit our official site for updates: https://amazon.in,0
Your HDFC account is locked. Verify now: http://gift-claim.org/l05bsrno,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/ihpgx49c,1
Visit our official site for updates: https://company.com,0
You won a reward from Netflix! Claim: https://account-check.net/q4fhtrx0,1
Your order is confirmed on https://college.edu,0
Visit our official site for updates: https://amazon.in,0
Meeting link shared on portal. See https://company.com,0
KYC pending for Netflix. Update immediately at https://gift-claim.org/rjo76lbi,1
Your order is confirmed on https://college.edu,0
Meeting link shared on portal. See https://amazon.in,0
Your Flipkart account is locked. Verify now: http://pay-now.in/d321wz0d,1
KYC pending for Flipkart. Update immediately at https://account-check.net/5pq5y1bv,1
Visit our official site for updates: https://amazon.in,0
Meeting link shared on portal. See https://irctc.co.in,0
Payment failed. Retry here: http://trackparcel.in/1lryed03,1
Payment failed. Retry here: http://verify-login.net/oklpjp11,1
Visit our official site for updates: https://college.edu,0
Your order is confirmed on https://microsoft.com,0
You won a reward from Flipkart! Claim: https://secure-update.co/4402z7qf,1
Visit our official site for updates: https://irctc.co.in,0
KYC pending for Paytm. Update immediately at https://pay-now.in/lr2fmijf,1
Payment failed. Retry here: http://pay-now.in/lrq0dohm,1
Your Microsoft account is locked. Verify now: http://secure-update.co/otwd61gl,1
Your order is confirmed on https://irctc.co.in,0
Monthly statement available at https://company.com,0
Class notice posted at https://irctc.co.in,0
You won a reward from Flipkart! Claim: https://account-check.net/5ieosssb,1
Class notice posted at https://microsoft.com,0
Your ICICI account is locked. Verify now: http://trackparcel.in/bayc6saa,1
Your order is confirmed on https://college.edu,0
You won a reward from SBI! Claim: https://gift-claim.org/oig0z706,1
Class notice posted at https://google.com,0
Class notice posted at https://google.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/hkjktwqt,1
You won a reward from Google! Claim: https://verify-login.net/63xcty5i,1
Class notice posted at https://irctc.co.in,0
Payment failed. Retry here: http://verify-login.net/flhgqyfm,1
Monthly statement available at https://company.com,0
Payment failed. Retry here: http://pay-now.in/fb97hfmp,1
Visit our official site for updates: https://google.com,0
Monthly statement available at https://irctc.co.in,0
Your ICICI account is locked. Verify now: http://pay-now.in/dlbly7ii,1
Meeting link shared on portal. See https://google.com,0
Meeting link shared on portal. See https://company.com,0
Class notice posted at https://microsoft.com,0
Your Google account is locked. Verify now: http://secure-update.co/a6pa6p3z,1
Class notice posted at https://google.com,0
Your order is confirmed on https://microsoft.com,0
Payment failed. Retry here: http://trackparcel.in/eirvdjtx,1
You won a reward from Microsoft! Claim: https://verify-login.net/0bunzgal,1
KYC pending for Flipkart. Update immediately at https://secure-update.co/cfhwc8je,1
Meeting link shared on portal. See https://company.com,0
Meeting link shared on portal. See https://google.com,0
You won a reward from HDFC! Claim: https://gift-claim.org/sc9izjm5,1
Monthly statement available at https://microsoft.com,0
Monthly statement available at https://irctc.co.in,0
Monthly statement available at https://college.edu,0
Visit our official site for updates: https://college.edu,0
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/zyqe8t1c,1
Visit our official site for updates: https://amazon.in,0
Meeting link shared on portal. See https://college.edu,0
Class notice posted at https://google.com,0
Visit our official site for updates: https://microsoft.com,0
Class notice posted at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/dpuymjrj,1
You won a reward from Flipkart! Claim: https://pay-now.in/xlr6ksq6,1
You won a reward from Amazon! Claim: https://pay-now.in/rtk36jax,1
Meeting link shared on portal. See https://microsoft.com,0
Your WhatsApp account is locked. Verify now: http://gift-claim.org/esv2uwqe,1
Your Flipkart account is locked. Verify now: http://trackparcel.in/r5ipf0me,1
Payment failed. Retry here: http://trackparcel.in/ew3yht07,1
KYC pending for Google. Update immediately at https://pay-now.in/m2u1c8co,1
Visit our official site for updates: https://company.com,0
Class notice posted at https://irctc.co.in,0
KYC pending for Flipkart. Update immediately at https://account-check.net/tz0l5ej4,1
You won a reward from ICICI! Claim: https://pay-now.in/sq61fpvd,1
Payment failed. Retry here: http://secure-update.co/6qvu1zn1,1
Visit our official site for updates: https://college.edu,0
Payment failed. Retry here: http://verify-login.net/10nig23h,1
Class notice posted at https://microsoft.com,0
Monthly statement available at https://irctc.co.in,0
Class notice posted at https://company.com,0
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/oqg71g0m,1
Your Google account is locked. Verify now: http://gift-claim.org/qramhch6,1
Courier fee ₹49 pending. Pay now: http://account-check.net/ykaihn4v,1
Your WhatsApp account is locked. Verify now: http://verify-login.net/a9urzkwh,1
Your order is confirmed on https://amazon.in,0
Visit our official site for updates: https://college.edu,0
Payment failed. Retry here: http://gift-claim.org/yranxguo,1
Your order is confirmed on https://company.com,0
Your Flipkart account is locked. Verify now: http://pay-now.in/n04m3pz7,1
Meeting link shared on portal. See https://college.edu,0
Monthly statement available at https://college.edu,0
Class notice posted at https://google.com,0
Meeting link shared on portal. See https://amazon.in,0
You won a reward from Netflix! Claim: https://secure-update.co/pfh1cu3o,1
Your Flipkart account is locked. Verify now: http://verify-login.net/bsm34pp7,1
KYC pending for Google. Update immediately at https://account-check.net/jkiyg84e,1
Your order is confirmed on https://company.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/rhudzwdt,1
Meeting link shared on portal. See https://google.com,0
Class notice posted at https://google.com,0
KYC pending for ICICI. Update immediately at https://pay-now.in/9zgttrhl,1
KYC pending for WhatsApp. Update immediately at https://account-check.net/ywzt7bdy,1
Your order is confirmed on https://google.com,0
You won a reward from WhatsApp! Claim: https://secure-update.co/evghkpw8,1
Payment failed. Retry here: http://trackparcel.in/6ljmvqi8,1
KYC pending for Netflix. Update immediately at https://trackparcel.in/jvqzd0ow,1
You won a reward from HDFC! Claim: https://verify-login.net/c8ujjuqa,1
Your order is confirmed on https://irctc.co.in,0
Your order is confirmed on https://amazon.in,0
You won a reward from SBI! Claim: https://pay-now.in/e1zshvsz,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/0b01ja49,1
Payment failed. Retry here: http://gift-claim.org/331tv9zi,1
Your SBI account is locked. Verify now: http://gift-claim.org/xkl997nz,1
Meeting link shared on portal. See https://company.com,0
Meeting link shared on portal. See https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/32pz3rav,1
Your Flipkart account is locked. Verify now: http://account-check.net/eh5mjzza,1
Meeting link shared on portal. See https://google.com,0
Class notice posted at https://company.com,0
You won a reward from Amazon! Claim: https://trackparcel.in/t2x7tcze,1
You won a reward from Netflix! Claim: https://secure-update.co/xjoic978,1
Your order is confirmed on https://irctc.co.in,0
You won a reward from Amazon! Claim: https://secure-update.co/tbdpapeu,1
Your order is confirmed on https://microsoft.com,0
Payment failed. Retry here: http://pay-now.in/aldxrz22,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/mu91bpd5,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/cyuyi5ag,1
Your order is confirmed on https://irctc.co.in,0
Payment failed. Retry here: http://secure-update.co/o6n2vef4,1
Monthly statement available at https://irctc.co.in,0
Class notice posted at https://company.com,0
You won a reward from SBI! Claim: https://verify-login.net/ou0a1kof,1
KYC pending for Google. Update immediately at https://gift-claim.org/smfbk7pw,1
Your Google account is locked. Verify now: http://verify-login.net/dvybl0ry,1
Visit our official site for updates: https://company.com,0
Payment failed. Retry here: http://pay-now.in/we42uts9,1
Visit our official site for updates: https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://account-check.net/nfjefnpy,1
You won a reward from Netflix! Claim: https://pay-now.in/5vhwakvp,1
Meeting link shared on portal. See https://google.com,0
Payment failed. Retry here: http://secure-update.co/avqvrz7n,1
Visit our official site for updates: https://company.com,0
Your order is confirmed on https://google.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/b4tgrk0w,1
Payment failed. Retry here: http://pay-now.in/w8th1g51,1
Visit our official site for updates: https://irctc.co.in,0
KYC pending for Paytm. Update immediately at https://secure-update.co/dzcx788q,1
Monthly statement available at https://college.edu,0
Monthly statement available at https://google.com,0
Class notice posted at https://amazon.in,0
Monthly statement available at https://irctc.co.in,0
Your Microsoft account is locked. Verify now: http://verify-login.net/ds3kq2h6,1
KYC pending for Netflix. Update immediately at https://account-check.net/z6c61s7k,1
Visit our official site for updates: https://irctc.co.in,0
Monthly statement available at https://company.com,0
You won a reward from Paytm! Claim: https://gift-claim.org/t1acggrr,1
Monthly statement available at https://company.com,0
Monthly statement available at https://irctc.co.in,0
KYC pending for WhatsApp. Update immediately at https://trackparcel.in/1vdj7w7r,1
Meeting link shared on portal. See https://amazon.in,0
Meeting link shared on portal. See https://microsoft.com,0
Monthly statement available at https://irctc.co.in,0
KYC pending for SBI. Update immediately at https://secure-update.co/074wrkwi,1
Payment failed. Retry here: http://pay-now.in/acbgjs8g,1
Your Microsoft account is locked. Verify now: http://verify-login.net/af5478kg,1
Class notice posted at https://google.com,0
Payment failed. Retry here: http://verify-login.net/bytl5z2r,1
Monthly statement available at https://company.com,0
Your WhatsApp account is locked. Verify now: http://secure-update.co/lbm36up9,1
Your Google account is locked. Verify now: http://trackparcel.in/7hb6t6e9,1
Your order is confirmed on https://google.com,0
KYC pending for Flipkart. Update immediately at https://verify-login.net/dhwji8z1,1
Payment failed. Retry here: http://gift-claim.org/qhlqgrmp,1
KYC pending for Flipkart. Update immediately at https://account-check.net/fq5qjr6l,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/zdtwqes3,1
Monthly statement available at https://microsoft.com,0
Meeting link shared on portal. See https://google.com,0
You won a reward from HDFC! Claim: https://gift-claim.org/9wooufo0,1
Your order is confirmed on https://company.com,0
Payment failed. Retry here: http://account-check.net/1igjam89,1
You won a reward from ICICI! Claim: https://verify-login.net/e8mhrsdk,1
Visit our official site for updates: https://irctc.co.in,0
Your Paytm account is locked. Verify now: http://account-check.net/c7krs42c,1
Class notice posted at https://company.com,0
You won a reward from SBI! Claim: https://gift-claim.org/76soqpb3,1
Class notice posted at https://college.edu,0
You won a reward from SBI! Claim: https://secure-update.co/cm90yalp,1
Your order is confirmed on https://company.com,0
Meeting link shared on portal. See https://google.com,0
Visit our official site for updates: https://company.com,0
Meeting link shared on portal. See https://microsoft.com,0
Your order is confirmed on https://company.com,0
Payment failed. Retry here: http://account-check.net/9gyhizzk,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/2260epf1,1
Your order is confirmed on https://college.edu,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/tdac5mmm,1
Monthly statement available at https://microsoft.com,0
Monthly statement available at https://amazon.in,0
Your ICICI account is locked. Verify now: http://pay-now.in/ay5xydoh,1
Visit our official site for updates: https://company.com,0
Visit our official site for updates: https://college.edu,0
Visit our official site for updates: https://company.com,0
Your Flipkart account is locked. Verify now: http://account-check.net/a2wrdeo7,1
Courier fee ₹49 pending. Pay now: http://account-check.net/3fn6305o,1
You won a reward from Amazon! Claim: https://pay-now.in/dkdsh32o,1
Your Paytm account is locked. Verify now: http://trackparcel.in/wywgpxmr,1
You won a reward from WhatsApp! Claim: https://trackparcel.in/168ey3gw,1
Visit our official site for updates: https://microsoft.com,0
Class notice posted at https://amazon.in,0
Your SBI account is locked. Verify now: http://trackparcel.in/8ionzn8m,1
Payment failed. Retry here: http://secure-update.co/topctalt,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/ql0zcenf,1
Monthly statement available at https://amazon.in,0
Class notice posted at https://company.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/1k2j5ii6,1
Your order is confirmed on https://microsoft.com,0
Meeting link shared on portal. See https://microsoft.com,0
Your order is confirmed on https://college.edu,0
Payment failed. Retry here: http://trackparcel.in/xac9x1bj,1
Your order is confirmed on https://irctc.co.in,0
KYC pending for Microsoft. Update immediately at https://trackparcel.in/x70d9nf8,1
Monthly statement available at https://google.com,0
Class notice posted at https://amazon.in,0
Monthly statement available at https://college.edu,0
You won a reward from Microsoft! Claim: https://secure-update.co/vcfvez18,1
Meeting link shared on portal. See https://microsoft.com,0
Your order is confirmed on https://college.edu,0
Meeting link shared on portal. See https://company.com,0
Your ICICI account is locked. Verify now: http://pay-now.in/vggzq6fs,1
Your Google account is locked. Verify now: http://trackparcel.in/mwlvzxi8,1
KYC pending for Netflix. Update immediately at https://pay-now.in/s1ql2brv,1
Your ICICI account is locked. Verify now: http://verify-login.net/0gkvh9nl,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/fneayi2u,1
Meeting link shared on portal. See https://google.com,0
Visit our official site for updates: https://google.com,0
Class notice posted at https://microsoft.com,0
Visit our official site for updates: https://amazon.in,0
KYC pending for Paytm. Update immediately at https://pay-now.in/36b6fbf3,1
Your order is confirmed on https://amazon.in,0
Visit our official site for updates: https://microsoft.com,0
Visit our official site for updates: https://microsoft.com,0
Visit our official site for updates: https://google.com,0
You won a reward from Netflix! Claim: https://trackparcel.in/4w9je3bd,1
Monthly statement available at https://college.edu,0
Payment failed. Retry here: http://trackparcel.in/m8dv2wpq,1
You won a reward from Microsoft! Claim: https://pay-now.in/7p5nla6h,1
Class notice posted at https://company.com,0
Class notice posted at https://company.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/f5ninrib,1
KYC pending for Flipkart. Update immediately at https://account-check.net/98p5h0uh,1
Visit our official site for updates: https://college.edu,0
Monthly statement available at https://college.edu,0
KYC pending for Microsoft. Update immediately at https://trackparcel.in/w4yv4g2y,1
Monthly statement available at https://google.com,0
Class notice posted at https://irctc.co.in,0
KYC pending for Google. Update immediately at https://pay-now.in/ichqng7f,1
Visit our official site for updates: https://irctc.co.in,0
Visit our official site for updates: https://company.com,0
Meeting link shared on portal. See https://college.edu,0
Visit our official site for updates: https://company.com,0
Meeting link shared on portal. See https://company.com,0
Class notice posted at https://company.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/qupv8ckl,1
Payment failed. Retry here: http://pay-now.in/0i4c6gmj,1
Payment failed. Retry here: http://account-check.net/c007kc30,1
Your ICICI account is locked. Verify now: http://verify-login.net/90r4mf4i,1
Courier fee ₹49 pending. Pay now: http://account-check.net/kbyv8r5f,1
Your Microsoft account is locked. Verify now: http://gift-claim.org/7e5bp3qi,1
Monthly statement available at https://irctc.co.in,0
Visit our official site for updates: https://irctc.co.in,0
Your order is confirmed on https://microsoft.com,0
KYC pending for Amazon. Update immediately at https://secure-update.co/0826frpf,1
You won a reward from Netflix! Claim: https://trackparcel.in/25sk2gue,1
Your SBI account is locked. Verify now: http://verify-login.net/992avvbt,1
Monthly statement available at https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/fzotf5ph,1
Meeting link shared on portal. See https://amazon.in,0
Visit our official site for updates: https://irctc.co.in,0
Payment failed. Retry here: http://trackparcel.in/6tekkn6f,1
Visit our official site for updates: https://company.com,0
Visit our official site for updates: https://company.com,0
You won a reward from Paytm! Claim: https://trackparcel.in/4m762sl3,1
You won a reward from WhatsApp! Claim: https://gift-claim.org/681cdusm,1
Meeting link shared on portal. See https://company.com,0
Monthly statement available at https://google.com,0
Meeting link shared on portal. See https://college.edu,0
Class notice posted at https://company.com,0
You won a reward from Netflix! Claim: https://verify-login.net/1oj90nl2,1
Monthly statement available at https://college.edu,0
You won a reward from WhatsApp! Claim: https://account-check.net/z3ov8bd5,1
Class notice posted at https://google.com,0
You won a reward from ICICI! Claim: https://verify-login.net/qng4wbgv,1
Monthly statement available at https://microsoft.com,0
KYC pending for Microsoft. Update immediately at https://secure-update.co/5wtnlak1,1
KYC pending for HDFC. Update immediately at https://gift-claim.org/nxnh09zb,1
Payment failed. Retry here: http://trackparcel.in/m3tnpmty,1
Class notice posted at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/14onkmvb,1
Your SBI account is locked. Verify now: http://gift-claim.org/bxgjdprx,1
Payment failed. Retry here: http://gift-claim.org/94f5mams,1
Your order is confirmed on https://irctc.co.in,0
Your WhatsApp account is locked. Verify now: http://secure-update.co/xxccnnel,1
Visit our official site for updates: https://microsoft.com,0
Visit our official site for updates: https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/ua7g96qn,1
Payment failed. Retry here: http://account-check.net/r8grtp9p,1
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://trackparcel.in/8nbh6lz1,1
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://microsoft.com,0
Your Paytm account is locked. Verify now: http://trackparcel.in/65ynrj3n,1
Visit our official site for updates: https://company.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/7abjjwfo,1
Monthly statement available at https://college.edu,0
Monthly statement available at https://college.edu,0
You won a reward from Microsoft! Claim: https://trackparcel.in/dr1o1hmr,1
KYC pending for SBI. Update immediately at https://pay-now.in/2or6ce1y,1
You won a reward from SBI! Claim: https://secure-update.co/5sv6s5xl,1
Meeting link shared on portal. See https://microsoft.com,0
Visit our official site for updates: https://irctc.co.in,0
You won a reward from Flipkart! Claim: https://trackparcel.in/eyt5t0m8,1
You won a reward from HDFC! Claim: https://account-check.net/td84lhk1,1
Your ICICI account is locked. Verify now: http://gift-claim.org/z3bwgxzc,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/ovtg59wn,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/hxl5rwfj,1
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://account-check.net/cjmglgrf,1
KYC pending for ICICI. Update immediately at https://account-check.net/8l7t76dr,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/rggflxr2,1
Visit our official site for updates: https://irctc.co.in,0
Your order is confirmed on https://google.com,0
Your SBI account is locked. Verify now: http://gift-claim.org/av59bgbs,1
Your order is confirmed on https://amazon.in,0
Meeting link shared on portal. See https://google.com,0
KYC pending for Netflix. Update immediately at https://secure-update.co/dp220pwy,1
KYC pending for SBI. Update immediately at https://secure-update.co/h43vwjo8,1
Visit our official site for updates: https://company.com,0
You won a reward from Amazon! Claim: https://account-check.net/88duxgzg,1
Monthly statement available at https://amazon.in,0
KYC pending for Google. Update immediately at https://pay-now.in/h3x4n55x,1
Visit our official site for updates: https://company.com,0
You won a reward from SBI! Claim: https://pay-now.in/9soo2ah0,1
Payment failed. Retry here: http://trackparcel.in/pno2owpe,1
Monthly statement available at https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/3e69qnxw,1
You won a reward from WhatsApp! Claim: https://secure-update.co/g2bhethg,1
Payment failed. Retry here: http://pay-now.in/dlwmy9km,1
Monthly statement available at https://amazon.in,0
You won a reward from ICICI! Claim: https://verify-login.net/2haj1fhb,1
You won a reward from Google! Claim: https://trackparcel.in/qeypk3as,1
Monthly statement available at https://microsoft.com,0
Your order is confirmed on https://google.com,0
Meeting link shared on portal. See https://company.com,0
Your order is confirmed on https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/azypw1xo,1
Monthly statement available at https://company.com,0
Monthly statement available at https://irctc.co.in,0
Visit our official site for updates: https://irctc.co.in,0
Payment failed. Retry here: http://account-check.net/0v06e28u,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/ig7jk85n,1
Monthly statement available at https://company.com,0
Your Flipkart account is locked. Verify now: http://verify-login.net/gu7ozokj,1
Payment failed. Retry here: http://pay-now.in/q5asos2f,1
Monthly statement available at https://company.com,0
KYC pending for Paytm. Update immediately at https://trackparcel.in/odg01624,1
Your WhatsApp account is locked. Verify now: http://pay-now.in/cj9z4ghq,1
Monthly statement available at https://amazon.in,0
You won a reward from Amazon! Claim: https://trackparcel.in/s8sk3wpu,1
Your order is confirmed on https://amazon.in,0
Your order is confirmed on https://google.com,0
KYC pending for WhatsApp. Update immediately at https://gift-claim.org/mnd3ds1h,1
Payment failed. Retry here: http://account-check.net/l31b8hpp,1
Meeting link shared on portal. See https://company.com,0
You won a reward from Microsoft! Claim: https://account-check.net/xzp6ns5m,1
Meeting link shared on portal. See https://microsoft.com,0
Visit our official site for updates: https://irctc.co.in,0
KYC pending for Flipkart. Update immediately at https://gift-claim.org/c9gw75jv,1
Class notice posted at https://company.com,0
KYC pending for Amazon. Update immediately at https://verify-login.net/btf00mya,1
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://irctc.co.in,0
Class notice posted at https://microsoft.com,0
Visit our official site for updates: https://amazon.in,0
Class notice posted at https://company.com,0
Payment failed. Retry here: http://pay-now.in/hldzbwsa,1
Visit our official site for updates: https://irctc.co.in,0
You won a reward from Flipkart! Claim: https://secure-update.co/0d8o2y6g,1
Monthly statement available at https://google.com,0
KYC pending for Amazon. Update immediately at https://trackparcel.in/8c8f7w2c,1
You won a reward from SBI! Claim: https://verify-login.net/n2a8q60b,1
KYC pending for HDFC. Update immediately at https://secure-update.co/06x12mux,1
Visit our official site for updates: https://google.com,0
Visit our official site for updates: https://irctc.co.in,0
Your order is confirmed on https://google.com,0
Payment failed. Retry here: http://gift-claim.org/8e8ea8k1,1
Your order is confirmed on https://company.com,0
Meeting link shared on portal. See https://college.edu,0
Payment failed. Retry here: http://verify-login.net/ekmvbhs3,1
Meeting link shared on portal. See https://company.com,0
Payment failed. Retry here: http://pay-now.in/0rd3imj3,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/0tdw2yxd,1
KYC pending for Flipkart. Update immediately at https://gift-claim.org/bvk61jsb,1
Your WhatsApp account is locked. Verify now: http://gift-claim.org/5d6ut34n,1
Meeting link shared on portal. See https://amazon.in,0
You won a reward from ICICI! Claim: https://trackparcel.in/2l6v68wy,1
Your order is confirmed on https://college.edu,0
Payment failed. Retry here: http://pay-now.in/j23r2xkp,1
Visit our official site for updates: https://company.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/o3lbqm8v,1
Payment failed. Retry here: http://verify-login.net/5a4f7738,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/fuazr4wz,1
KYC pending for WhatsApp. Update immediately at https://pay-now.in/r1wcuk7i,1
Visit our official site for updates: https://company.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/s627dff7,1
You won a reward from Microsoft! Claim: https://secure-update.co/vjk9fk53,1
Visit our official site for updates: https://company.com,0
Payment failed. Retry here: http://account-check.net/l0s4q9ei,1
Your order is confirmed on https://google.com,0
You won a reward from HDFC! Claim: https://account-check.net/1cg4orbb,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/tk4rh1gl,1
Your Flipkart account is locked. Verify now: http://secure-update.co/bux6vzby,1
Your Flipkart account is locked. Verify now: http://pay-now.in/m8oipt0n,1
Monthly statement available at https://microsoft.com,0
Meeting link shared on portal. See https://microsoft.com,0
Payment failed. Retry here: http://secure-update.co/fb1ce4tz,1
Visit our official site for updates: https://amazon.in,0
KYC pending for Microsoft. Update immediately at https://pay-now.in/74xser6o,1
KYC pending for WhatsApp. Update immediately at https://secure-update.co/xcfsboir,1
Visit our official site for updates: https://amazon.in,0
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://microsoft.com,0
Visit our official site for updates: https://amazon.in,0
Meeting link shared on portal. See https://microsoft.com,0
Your Google account is locked. Verify now: http://verify-login.net/go6up9ys,1
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://irctc.co.in,0
You won a reward from Flipkart! Claim: https://secure-update.co/u6sq1p4s,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/gkf3ws0u,1
Visit our official site for updates: https://company.com,0
Payment failed. Retry here: http://trackparcel.in/f5ja4529,1
Visit our official site for updates: https://google.com,0
Your HDFC account is locked. Verify now: http://secure-update.co/guo8xie4,1
Payment failed. Retry here: http://secure-update.co/zyx8ene7,1
Class notice posted at https://google.com,0
Class notice posted at https://college.edu,0
Courier fee ₹49 pending. Pay now: http://account-check.net/9vhy4oyp,1
KYC pending for Amazon. Update immediately at https://secure-update.co/pu96v5v7,1
Your Flipkart account is locked. Verify now: http://verify-login.net/i55wmdvr,1
Payment failed. Retry here: http://account-check.net/q31hxnvh,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/b2niet1z,1
Monthly statement available at https://college.edu,0
Courier fee ₹49 pending. Pay now: http://account-check.net/p29r5ei6,1
Your SBI account is locked. Verify now: http://pay-now.in/ls99j7cp,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/6qvrsk20,1
Your order is confirmed on https://company.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/jlj2qlbk,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/nqu9vvlg,1
Payment failed. Retry here: http://trackparcel.in/0ykrga4e,1
Your order is confirmed on https://company.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/rgr3d89p,1
Meeting link shared on portal. See https://amazon.in,0
Visit our official site for updates: https://microsoft.com,0
Monthly statement available at https://google.com,0
Visit our official site for updates: https://college.edu,0
Payment failed. Retry here: http://account-check.net/s21elxn9,1
Your Microsoft account is locked. Verify now: http://account-check.net/zvw6rqjt,1
Monthly statement available at https://irctc.co.in,0
Your HDFC account is locked. Verify now: http://gift-claim.org/1ltbmq1d,1
Your Amazon account is locked. Verify now: http://account-check.net/7p65jk0o,1
You won a reward from Amazon! Claim: https://account-check.net/5mwy96d6,1
Monthly statement available at https://microsoft.com,0
Payment failed. Retry here: http://secure-update.co/hij5u2s0,1
Meeting link shared on portal. See https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/b692ot20,1
Visit our official site for updates: https://irctc.co.in,0
Monthly statement available at https://google.com,0
KYC pending for Google. Update immediately at https://gift-claim.org/hvbmyc61,1
KYC pending for WhatsApp. Update immediately at https://pay-now.in/lw9eosma,1
Monthly statement available at https://google.com,0
Your order is confirmed on https://college.edu,0
Payment failed. Retry here: http://secure-update.co/9q9z1doy,1
Your order is confirmed on https://microsoft.com,0
Monthly statement available at https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Payment failed. Retry here: http://account-check.net/csl9cr93,1
Payment failed. Retry here: http://trackparcel.in/alneve8g,1
Payment failed. Retry here: http://account-check.net/uygpoic2,1
Meeting link shared on portal. See https://google.com,0
Monthly statement available at https://company.com,0
KYC pending for SBI. Update immediately at https://gift-claim.org/9xywkx35,1
Visit our official site for updates: https://irctc.co.in,0
You won a reward from ICICI! Claim: https://pay-now.in/38aak8j2,1
Class notice posted at https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/90dz1ja5,1
Payment failed. Retry here: http://secure-update.co/afabzaj4,1
Meeting link shared on portal. See https://company.com,0
Class notice posted at https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/lax7flwn,1
Your order is confirmed on https://irctc.co.in,0
Your SBI account is locked. Verify now: http://pay-now.in/f4pxr46n,1
You won a reward from Google! Claim: https://account-check.net/prsm86dw,1
You won a reward from Google! Claim: https://pay-now.in/6pj3b25a,1
Visit our official site for updates: https://college.edu,0
Your SBI account is locked. Verify now: http://verify-login.net/1roogz12,1
Class notice posted at https://google.com,0
Your Google account is locked. Verify now: http://account-check.net/vdkj2ryt,1
Class notice posted at https://microsoft.com,0
Meeting link shared on portal. See https://amazon.in,0
Your order is confirmed on https://company.com,0
KYC pending for WhatsApp. Update immediately at https://account-check.net/m2ucfgov,1
Your Google account is locked. Verify now: http://pay-now.in/tpwulrky,1
Meeting link shared on portal. See https://google.com,0
You won a reward from Flipkart! Claim: https://pay-now.in/i6nksb2v,1
Visit our official site for updates: https://irctc.co.in,0
KYC pending for WhatsApp. Update immediately at https://gift-claim.org/43v6v1kp,1
